firm,ipo_date,ticker,CUSIP,CRSP perm,post-issue shares,dual dum,Founding,Rollup dum
Liquidmetal Technologies,20020522,LQMT,53634X10,89391,40764245,0,1987,0
Litronic Inc,19990609,LTNX,537004103,86982,7570693,0,1970,0
LivePerson Inc,20000406,LPSN,538146101,88174,29359000,0,1995,0
LIZ CLAIBORNE,19810609,LIZC,53932010,49905,3480000,0,1976,0
LJL Biosystems,19980313,LJLB,501873103,85881,10705000,0,1988,0
LodgeNet Entertainment,19931014,LNET,540211109,79712,6599248,0,1980,0
Logic Devices,19881102,LOGC,541402103,12214,4499916,0,1983,0
LogicVision Inc,20011031,LGVN,54140W10,89172,14069000,0,1992,0
Logility Inc,19971007,LGTY,54140Y103,85477,13500500,0,1992,0
LogMeIn Inc,20090630,LOGM,54142L109,92984,21383301,0,2003,0
LookSmart Ltd,19990819,LOOK,543442107,87173,84059000,0,1996,0
Lottery Enterprises,19930625,LOTO,545694101,79283,7000000,0,1990,0
LOTUS DEVELOPMENT,19831006,LOTS,54570010,50156,15693000,0,1982,0
Loudcloud Inc,20010308,LDCL,54573510,88948,75944000,0,1999,0
Loudeye Technologies Inc,20000315,LOUD,545754103,87790,34595515,0,1997,0
Lowrance Electronics,19861223,LEIX,548900109,10984,3402011,0,1957,0
Loxo Oncology Inc,20140801,LOXO,548862101,14871,15940987,0,2013,0
LSI Lighting Systems,19850312,LYTS,50216C00,89456,1876000,0,1983,0
LSI LOGIC CORP.,19830513,LLSI,50216110,48267,25728000,0,1980,0
LTX CORP,19820202,LTXX,50239210,48291,3324000,0,1976,0
Lucent Technologies,19960403,LU,549463107,83332,636661900,0,1925,0
Lukens Medical,19920506,LUKN,549870103,77580,2581179,0,1982,0
Lululemon Athletica Inc,20070727,LULU,550021109,92203,67516728,0,1998,0
Lumenis Ltd,20140227,LMNS,M6778Q121,14463,35235717,1,1991,0
Lumera Corp,20040722,LMRA,55024R106,90283,16484730,0,2000,0
Luminex Corp,20000330,LMNX,5.50E+106,87789,26676060,0,1995,0
Lumisys,19951114,LUMI,550274104,82591,6234000,0,1987,0
Luna Innovations Inc,20060602,LUNA,550351100,91359,9734325,0,1992,0
Lunar,19900814,LUNR,550362107,76257,4804000,0,1974,0
LXE,19910411,LXEI,502465107,76617,5075000,0,1978,0
LXR Biotechnology,19940506,LXR,502468101,80598,6450150,0,1992,0
Lycos,19960401,LCOS,550818108,83392,13654984,0,1995,0
Lyondell Petrochemical,19890118,LYO,552078107,75444,80000000,0,1985,0
"LYPHOMED, INC.",19830513,LMED,55233310,50359,4065000,0,1980,0
M-Wave,19920331,MWAV,554034108,77495,2900000,0,1988,0
M. KAMENSTEIN INC.,19840321,MKCO,48356210,47029,2429000,0,1962,0
Mace Security International,19931112,MACE,554335109,79846,6000000,0,1987,0
"MACK TRUCKS, INC.",19830802,MACK,55451110,50703,30333000,0,1900,0
Mackie Designs,19950818,MKIE,554541102,82191,12500000,0,1988,0
Macrocure Ltd,20140731,MCUR,M67872107,14814,16177296,0,2008,0
MacroGenics,20131010,MGNX,556099109,14257,24021725,0,2000,0
Macromedia,19931213,MACR,556100105,79991,9848077,0,1992,0
Macrovision Corp,19970312,MVSN,555904101,84624,6762207,0,1983,0
Made2Manage Systems Inc,19971218,MTMS,556466100,85704,5011000,0,1986,0
Magainin Pharmaceuticals,19911211,MAGN,559036108,77171,6948980,0,1987,0
Magal Security Systems,19930323,MAGSF,M6786D104,78985,4800000,0,1969,0
Magma Design Automation Inc,20011120,LAVA,55918110,89208,28817549,0,1997,0
Magna-Lab,19930330,MAGLA,559235106,78983,2875000,0,1991,0
MagnaChip Semiconductor Corp,20110310,MX,55932N106,12629,39351985,0,1981,0
Magnetech,19890512,TAPE,559420104,75758,6800000,0,1963,0
MagneTek,19890613,MAG,559424106,75596,23750507,0,1984,0
MAGNUSON COMPUTER,19800625,MCSI,55972610,50981,4830000,0,1977,0
MAI Basic Four,19860624,MBF,552620106,69526,13786350,0,1971,0
Maidenform Brands Inc,20050722,MFB,560305104,90789,23411521,0,1922,0
Mail-Well,19950921,MLWL,560321200,82266,12472651,0,1964,1
Mainspring Inc,20000727,MSPR,56062U100,88456,18780000,0,1996,0
MakeMyTrip Ltd,20100811,MMYT,V5633W10,12082,34134002,0,2000,0
Maker Communications Inc,19990510,MAKR,560875106,86900,17887000,0,1994,0
MAKO Surgical Corp,20080214,MAKO,560879108,92558,18438284,0,1997,0
Malibu Boats,20140131,MBUU,56117J100,14434,22428567,1,1982,0
MANAGEMENT SCIENCE,19810408,MSAI,561699109,51204,5444000,0,1900,0
Management Technologies,19870514,MTCI,561704107,11326,2801200,0,1980,0
Manatron,19860926,MANA,562048108,10709,2000100,0,1969,0
Manhattan Associates Inc,19980423,MANH,562750109,85992,23500008,0,1990,0
Manning & Napier Inc,20111117,MN,56382Q102,13084,88901000,1,1970,0
MannKind Corp,20040728,MNKD,56400P102,90285,32391461,0,1991,0
Mansur Industries,19960927,MANS,564491108,83947,4351610,0,1990,0
MANUFACTURING DATA,19760211,,56501010,51370,2581752,0,1969,.
MAP Pharmaceuticals Inc,20071004,MAPP,56509R108,92310,19272409,0,2003,0
MapInfo,19940201,MAPS,565105103,80252,5228847,0,1986,0
MapQuest.com Inc,19990504,MQST,565644101,86903,32166700,0,1994,0
Marcam,19900816,MCAM,566140109,76259,7592970,0,1980,0
Marchex Inc,20040330,MCHX,56624R108,90088,24279063,1,1999,0
MARGAUX CONTROLS,19830624,MRGX,56660010,51450,5830000,0,1977,0
Marietta,19860611,MRTA,567634100,10352,2229360,0,1976,0
Marimba Inc,19990429,MRBA,56781Q109,86836,16600262,0,1996,0
Marin Software Inc,20130321,MRIN,56804T106,13812,30911322,0,2006,0
MarineMax,19980603,HZO,567908108,86128,10846494,0,1971,1
Marinus Pharmaceuticals Inc,20140731,MRNS,56854Q101,14815,13779152,0,2003,0
Markel,19861212,MAKL,570535104,10933,3600004,0,1930,0
Marker International,19940816,MRKR,570538108,80832,8099627,0,1990,0
MarketAxess Holdings Inc,20041104,MKTX,57060D108,90454,22815806,0,2000,0
MarketLink,19950427,MKTL,57061B101,81567,2679582,0,1990,0
Marketo Inc,20130516,MKTO,57063L107,13932,35971772,0,2010,0
Markit Ltd,20140619,MRKT,G5824910,14704,177108500,0,2003,0
MARQUEST MEDICAL,19830701,MMPI,57143110,51677,3644000,0,1979,0
Marquette Electronics,19911101,MARQA,571474105,77108,16008500,1,1965,0
Marrone Bio Innovations Inc,20130801,MBII,57165B106,14099,18980015,0,2006,0
Martek Biosciences,19931123,MATK,572901106,79847,7710036,0,1993,0
Martha Stewart Living,19991018,MSO,573083102,87277,55706000,1,1996,0
Martin Industries,19950713,MTIN,57326K102,81884,9448000,0,1905,0
Martin Marietta Materials,19940216,MLM,573284106,80204,45000000,0,1982,0
Marvell Technology Group Ltd,20000626,MRVL,G5876H105,88360,82489000,0,1995,0
Masimo Corp,20070807,MASI,574795100,92220,52816788,0,1989,0
Mass Microsystems,19891109,MMIC,575419106,76021,4533788,0,1987,0
Mastech,19961217,MAST,57632N105,84320,21602160,0,1991,0
MasterCard Inc,20060524,MA,57636Q104,91233,139583407,1,1966,0
Match Group Inc,20151119,MTCH,57665R106,15850,243252735,1,2010,0
MathSoft,19930203,MATH,576798102,78894,6375179,0,1984,0
Mathstar Inc,20051026,MATH,576801203,90954,15704952,0,1997,0
Matritech,19920709,NMPS,576818108,77767,4184019,0,1987,0
Matrix Pharmaceutical,19920128,MATX,576844104,77291,7132911,0,1985,0
MATRIX SCIENCE,19810107,MTRX,57685010,51909,3847000,0,1960,0
Matrix Service,19900926,MTRX,576853105,76279,7800000,0,1984,0
MatrixOne Inc,20000301,MONE,57685P304,87793,41791000,0,1983,0
Matthews International,19940720,MATW,577128101,80759,8852825,1,1850,0
Mattson Technology,19940928,MTSN,577223100,80943,5857321,0,1988,0
Mavenir Systems,20131107,MVNR,577675101,14290,23114265,0,2005,0
Maverick Tube,19910319,MAV,577914104,76598,5377613,0,1977,0
Maxim Integrated Products,19880229,MXIM,57772K101,11896,10837339,0,1987,0
Maxim Pharmaceuticals,19960710,MMP,57772M107,83722,5792400,0,1954,0
Maximus Inc,19970612,MMS,577933104,85067,14659045,0,1975,0
MaxLinear Inc,20100323,MXL,57776J10,93289,30411122,1,2003,0
MaxPoint Interactive Inc,20150306,MXPT,57777M102,15263,25566243,0,2006,0
Maxtor,19850807,MXTR,57772900,89894,7035323,0,1982,0
Maxtor Corp,19980730,MXTR,577729205,86281,91975000,0,1982,0
MAXWELL LABORATORIES,19830318,MXWL,57776310,51960,1919000,0,1965,0
Maxygen Inc,19991216,MAXY,57777610,87499,28911000,0,1997,0
Maybelline,19921210,MAY,577875107,78789,17226190,0,1915,0
MAYFLOWER,19760511,MFL,57834810,63669,1459966,0,1955,.
MBNA,19910122,KRB,55262L100,76557,45000000,0,1990,0
McAfee.com Corp,19991202,MCAF,57906210,87500,42250000,1,1992,0
McCaw Cellular Communications,19870824,MCAWA,579468109,11626,112050000,1,1981,0
McData Corp,20000809,MCDT,580031102,88543,106500000,1,1982,0
McGaw,19930319,MGAW,580471100,78989,18856093,0,1920,0
MCGRATH RENTCORP,19841113,MGRC,58058910,89915,3392000,0,1979,0
MCK Communications Inc,19991022,MCKC,581243102,87332,17861000,0,1999,0
McLeod,19960610,MCLD,582266102,83674,44036448,1,1991,0
MDL Information Systems,19930721,MDLI,55267R102,79401,8200000,0,1982,0
MDT,19870122,MDTC,552687105,11037,2516787,0,1971,0
Mead Johnson Nutrition Co,20090210,MJN,582839106,92890,200000000,1,1905,0
Meade Instruments Corp,19970409,MEAD,583062104,84746,7500000,0,1972,0
Meadowcraft Inc,19971125,MWI,583204102,85618,19225000,0,1985,0
Mechanical Dynamics,19960514,MDII,583521109,83528,5390000,0,1977,0
Med-Design,19950606,MEDC,583926100,81721,3164285,0,1993,0
MedAmicus,19910906,MEDM,584027106,76943,2217067,0,1985,0
"MEDAR, INC.",19830615,MDXR,58402910,52282,4000000,0,1978,0
Medarex,19910620,MEDX,583916101,76706,4868300,0,1987,0
MEDCO CONTAINMENT,19840418,MCCS,58390510,52258,12660000,0,1983,0
MEDecision,20061213,MEDE,58406P102,91671,14941729,0,1988,0
Medi-Ject,19961002,MEDJ,583930102,84099,6924772,0,1979,0
Media Arts Group,19940802,ARTS,58439C102,80796,9081100,0,1993,0
Media Logic,19870723,TSTM,58441B100,11541,1650000,0,1982,0
Media Metrix Inc,19990507,MMXI,58440X103,86902,16727828,0,1996,0
Media Vision Technology,19921111,MVIS,58445A10,78070,11214918,0,1990,0
Mediacom Communications Corp,20000203,MCCC,58446K105,87618,110000000,1,1996,0
Medialink Worldwide Inc,19970129,MDLK,58445P105,84426,5047933,0,1986,0
MediaMind Technologies Inc,20100810,MDMD,58449C10,12081,17901592,0,1999,0
Medical Diagnostics,19920205,MDIX,58456B102,77322,3408180,0,1984,0
Medical Manager Corp,19970130,MMGR,58461C103,84429,17705470,0,1982,1
Medical Nutrition,19900314,MENU,58461K105,76390,2088170,0,1981,0
Medical Science Systems Inc,19971126,MSSI,584981104,85564,5538007,0,1990,0
MEDICAL STERILIZATION,19830926,MSTI,58462210,52506,1636000,0,1982,0
Medicines Co,20000807,MDCO,584688105,88545,7300000,0,1996,0
Medicis Pharmaceutical,19900328,MDRXA,584690119,76391,28658500,0,1987,0
Medidata Solutions Inc,20090624,MDSO,58471A105,92940,22353696,0,2000,0
MEDIFLEX SYSTEMS,19831004,MFLX,58491410,52645,3917000,0,1969,0
MedImmune,19910508,MEDI,584699102,76656,12054328,0,1987,0
Medis El,19931221,MDSLF,M6879H103,79993,8500000,0,1992,0
MediSense,19940630,MSNS,584960108,80649,14596245,0,1981,0
MediVators,19910925,MVAT,584941108,76952,2720650,0,1985,0
MediWound Ltd,20140320,MDWD,M68830104,14546,20399068,0,2000,0
MEDOVEX Corp,20141219,MDVXU,58504H200,15223,9172480,1,2013,0
MedQuist,19920504,MEDQ,584949101,77575,2587910,0,1987,0
Medrad,19920716,MEDR,584950109,77786,5546195,0,1964,0
MedSource Technologies Inc,20020326,MEDT,58505Y10,89322,24524000,0,1998,1
Medstone International,19880602,MSHK,584939102,11899,4500000,0,1984,0
Medwave,19951109,MDWV,585081102,82593,4480560,0,1984,0
MegaBios Corp,19970915,MBIO,58515T102,85382,12222506,0,1992,0
Megamation,19890921,MEGI,585154206,75991,8656000,0,1986,0
Megatest,19930518,MEGT,584958102,79177,5651537,0,1975,0
Meicor,19880308,ICOR,585200108,11900,1600000,0,1986,0
Melamine Chemicals,19870806,MTWO,585332109,75553,5400000,0,1968,0
Mellanox Technologies Ltd,20070207,MLNX,M51363113,91821,28899947,0,1999,0
"MELRIDGE, INC.",19831116,BULB,58555210,52741,2085000,0,1929,0
MEMC Electronic Materials Inc,19950713,WFR,552715104,81776,38850000,0,1984,0
Memco Software,19961015,MEMCF,M6906510,84101,12012494,0,1994,0
Memory Pharmaceuticals Corp,20040405,MEMY,58606R403,90137,20191537,0,1998,0
Memsic Inc,20071213,MEMS,586264103,92465,22615714,0,1999,0
Menley & James,19920121,MENJ,586817108,77269,5848518,0,1990,0
MENTOR GRAPHICS,19840118,MENT,58720010,52813,12899000,0,1981,0
Mercury Computer Systems Inc,19980129,MRCY,589378108,85738,8769181,0,1981,0
Mercury Interactive,19931029,MERQ,589405109,79718,12048578,0,1989,0
Mercury Waste Solutions Inc,19970228,MWSI,589413103,84550,3369097,0,1995,0
Merge Technologies Inc,19980129,MRGE,589981109,85739,5808063,0,1986,0
Meridian Diagnostics,19860729,KITS,589602101,10530,4808865,0,1976,0
Merix,19940525,MERX,590049102,80553,6055000,0,1959,0
Merrill,19860424,MRLL,590175105,10185,3932940,0,1967,0
MERRIMAC INDUSTRIES,19821029,MMAC,59026210,53015,1518000,0,1954,0
Merrimack Pharmaceuticals Inc,20120328,MACK,590328100,13325,92396254,0,1993,0
Meru Networks Inc,20100330,MERU,59047Q10,93307,14898185,0,2002,0
Met-Coil Systems,19851213,METS,59085000,90107,1961963,0,1973,0
Meta Software Inc,19951108,MESW,591003108,82594,9500000,0,1980,0
Metabasis Therapeutics Inc,20040615,MBRX,59101M105,90231,17865715,0,1997,0
Metabolix Inc,20061110,MBLX,591018809,91615,19394430,0,1992,0
Metalink LTD,19991201,MTLK,M69897102,87504,16011360,0,1992,0
Metals USA Inc,19970710,MUI,591324108,85247,20782024,1,1996,1
MetaSolv Software Inc,19991117,MSLV,591393103,87400,33278366,0,1992,0
Metawave Communications,20000426,MTWV,591409107,88176,36844478,0,1995,0
Metra Biosystems,19950630,MTRA,591591102,81724,9183220,0,1992,0
Metricom,19920501,MCOM,591596101,77572,7656134,0,1985,0
Metro One Telecommunications,19960823,MTON,59163F105,83884,10412148,0,1989,0
Metrocall,19930716,MCLL,591647102,79400,6700000,0,1982,0
Metrologic Instruments,19940929,MTLG,591676101,80942,4999998,0,1968,0
Metromail,19960613,ML,591680103,83605,26079870,0,1979,0
METROMAIL CORP.,19840405,MTML,59167810,53242,9512000,0,1979,0
MetroPCS Communications Inc,20070418,PCS,591708102,91937,346248461,0,1994,0
Metropolitan Life Insurance Co,20000405,MET,59156R108,87842,786767000,0,1900,0
Mettler-Toledo International,19971113,MTD,592688105,85621,37336800,0,1945,0
MF Global Ltd,20070718,MF,G60642108,92190,119632432,0,1783,0
Michael Anthony Jewelers,19861015,MAJL,594060105,10761,4950000,0,1986,0
Michael Foods,19870501,MIKL,594074106,11291,6000000,0,1981,0
Micrel,19941208,MCRL,594793101,81162,8616919,0,1978,0
Micrion,19940511,MICN,59479P102,80554,2764708,0,1983,0
Micro Component Technology,19931008,MCTI,59479Q100,79716,4948335,0,1972,0
Micro Linear,19941013,MLIN,594850109,80993,11846725,0,1983,0
Micro Therapeutics Inc,19970218,MTIX,59500W100,84549,7703487,0,1993,0
MicroBilt,19860626,BILT,595010109,10416,4016000,0,1983,0
Microchip Technology,19930319,MCHP,595017104,78987,6174001,0,1989,0
Microcide Pharmaceuticals,19960514,MCDE,595018102,83527,10258515,0,1992,0
Microcom,19870519,MNPI,595019100,11339,3552960,0,1966,0
Microfield Graphics,19950623,MICG,59506W104,81722,2792045,0,1984,0
Micrografx,19900629,MGXI,595077108,76267,4263052,0,1982,0
Microhelix Inc,20011116,,59507X20,89273,-9,0,1997,0
"Micromuse, Inc",19980212,MUSE,595094103,85836,14800956,0,1989,0
Micron Products,19861210,PMR,595110107,70850,1915000,0,1972,0
MICRON TECHNOLOGY,19840601,DRAM,59511210,53613,17553000,0,1978,0
Micronics Computers,19910717,MCRN,595127101,76737,9934984,0,1986,0
MICROPOLIS CORP.,19830603,MLIS,59490710,53509,9287000,0,1976,0
MicroProbe,19930929,MPRO,59513Q108,79610,6931882,0,1985,0
"MICROSIZE, INC.",19840613,MSIZ,59514410,90203,5009000,0,1981,0
Microsoft,19860313,MSFT,594918104,10107,24715113,0,1975,0
MicroStrategy Inc,19980610,MSTR,594972101,86211,34736000,1,1989,0
Microtec Research,19941215,MTEC,594950107,81166,8353000,0,1979,0
Microtek Medical,19921006,MTMI,594939100,77977,4413783,0,1984,0
Microtest,19921030,MTST,594941106,78043,7303452,0,1984,0
MicroTouch Systems,19920630,MTSI,595145103,77710,3114530,0,1983,0
Microtune Inc,20000804,TUNE,59514P109,88575,37600000,0,1996,0
Microware Systems,19960402,MWAR,595150103,83397,12212995,0,1977,0
Microwave Power Devices,19950929,MPDI,59517M103,82267,8600000,0,1967,0
Micrus Endovascular Corp,20050616,MEND,59518V102,90736,13691021,0,1996,0
Midway Games,19961030,MWY,598148104,84031,38490566,0,1988,0
Midwest Grain Products,19881020,MWGP,59832G104,12226,6400182,0,1941,0
MIH Ltd,19990413,MIHL,G6116R101,86835,49891775,1,1986,0
Mikasa,19940526,MKS,59862T109,80600,22280490,0,1985,0
Mikohn Gaming,19931117,MIKN,59862K108,79850,9298500,0,1986,0
Mikron Instrument,19860228,MIKR,59862R103,75494,1000000,0,1969,0
Millennial Media Inc,20120328,MM,60040N105,13298,75763308,0,2006,0
Millennium Cell Inc,20000809,MCEL,60038B105,88544,26816000,0,1999,0
Millennium Pharmaceuticals,19960506,MLNM,599902103,83531,20881671,0,1969,0
Miller Industries,19940802,MILL,600551105,80828,6552500,0,1975,0
MIM,19960814,MIMS,553044102,83883,16025641,0,1993,0
Mimecast Ltd,20151119,MIME,G1483810,15849,54002598,0,2003,0
MINDBODY Inc,20150619,MB,60255W105,15430,39117544,1,1998,0
Minerals Technologies,19921023,MTX,603158106,78015,25000000,0,1968,0
Minerva Neurosciences Inc,20140701,NERV,603380106,14822,13975470,0,2007,0
MiniMed,19950724,MNMD,60365K108,81882,11340886,0,1993,0
MIPS Computer Systems,19891221,MIPS,604565101,75910,21106065,0,1984,0
MIPS Technologies Inc,19980629,MIPS,604567107,86180,37250000,0,1992,0
Mirna Therapeutics Inc,20151001,MIRN,60470J103,15787,20056726,0,2007,0
Mississippi Chemical,19940818,MISS,605288208,80829,23454354,0,1948,0
Mitek Surgical Products,19911025,MYTK,60671F108,77036,3979607,0,1985,0
Mity-Lite,19940429,MITY,606850105,80460,2800000,0,1987,0
Mizar,19950928,MIZR,60685H108,82265,4865502,0,1995,0
MK Rail,19940426,MKRL,55305T102,80461,17149000,0,1972,0
MKS Instruments,19990329,MKSI,55306N104,86778,24053168,0,1961,0
MMC Networks Inc,19971028,MMCN,55308N102,85481,28602000,0,1992,0
MOBILE COMMUNICATIONS,19830331,MCCAA,60724320,54616,-9,0,1965,0
Mobile Mini,19940217,MINI,60740F105,80254,4575000,0,1993,0
MobileMedia,19950629,MBLM,607415106,81720,31360076,1,1986,0
Mobility Electronics Inc,20000630,MOBE,60741U101,88359,12831000,0,1995,0
Mobius Management Systems Inc,19980427,MOBI,606925105,85993,13489000,0,1981,0
Model N Inc,20130319,MODN,607525102,13816,22448554,0,1999,0
Modtech,19900719,MODT,607914108,76228,3701117,0,1982,0
Modular Technology,19860529,MTIK,607857109,10307,3766448,0,1985,0
Mohawk Industries,19920401,MOHK,608190104,77496,8513250,0,1920,0
Mokita Inc,20100908,N/A,,.,11500000,0,2009,0
Moldflow Corp,20000327,MFLO,608507109,87791,9081000,0,1980,0
Molecular Devices,19951212,MDCC,60851C107,82722,8658893,0,1983,0
Molecular Dynamics,19930205,MDYN,608514105,78895,9236694,0,1987,0
MOLECULAR GENETICS,19820610,MOGN,60851910,54798,3908000,0,1952,0
Molecular Insight Pharm Inc,20070201,MIPI,60852M104,91820,24639622,0,1997,0
Molten Metal Technology,19930210,MLTN,608712105,78897,17845470,0,1989,0
Molycorp Inc,20100729,MCP,60875310,11999,81250000,0,2005,0
Momenta Pharmaceuticals Inc,20040621,MNTA,60877T100,90233,24563183,0,2001,0
Momo Inc,20141211,MOMO,60879B107,15135,372956110,1,2011,0
Monaco Coach Corp,19930923,MCCO,60886R103,79607,4394548,0,1968,0
Monitek Technologies,19870730,MTEK,609393103,11559,2800000,0,1968,0
Monk-Austin,19921120,MK,609451109,78085,18113614,0,1907,0
MONOCLONAL ANTIBODIES,19810804,MABS,60975510,55037,1994000,0,1979,0
MONOLITHIC MEMORIES,19800806,MMIC,609836101,55053,6110000,0,1969,0
Monolithic Power Systems Inc,20041118,MPWR,609839105,90455,26684018,0,1997,0
Monolithic System Technology,20010628,MOSY,60984210,89029,29231000,0,1991,0
Monsanto Co,20001017,MON,61166W101,88668,255000000,0,1901,0
Montage Technology Group Ltd,20130926,MONT,G6209T105,14165,26479343,0,2004,0
Morgan Products,19851030,MGAN,61743900,90289,6749996,0,1900,0
Morningstar Inc,20050502,MORN,617700109,90708,38446614,0,1984,0
Morrow Snowboards,19951213,MRRW,61902C104,82726,5061045,0,1989,0
MOSCOM,19850828,MSCM,61945900,90310,6513363,0,1983,0
Mothers Work,19930316,MWRK,619903107,78990,2900000,0,1980,0
Motive Inc,20040624,MOTV,61980V107,90234,25155448,0,1997,0
MotorVac Technologies,19960425,MVAC,620105106,83395,4405286,0,1991,0
Motricity Inc,20100617,MOTR,62010710,93433,39741120,0,2001,0
MOUNTAIN HIGH,19780713,,62405410,50607,5449800,0,1972,.
MOUNTAIN MEDICAL EQUIP,19810513,MTMD,62422010,63247,2350000,0,1978,0
MP3.COM Inc,19990721,MPPP,62473M10,87115,66638000,0,1998,0
Mpath Interactive Inc,19990429,MPTH,62473C101,86860,21264000,0,1995,0
Mr. Coffee,19900531,JAVA,606460103,76176,40475761,0,1975,0
MR. GASKET CO.,19831028,MRGC,60646610,54528,10544000,0,1964,0
